date_of_bite,breed,gender,spay_neuter,borough,zip_code
2017-03-20,Schnauzer,Unknown,No,Staten Island,10309
2017-03-20,Sheperd,Unknown,No,Staten Island,10314
2017-03-21,Boston Terrier,Male,Yes,Staten Island,10314
2017-03-21,Boxer,Male,Yes,Staten Island,10309
2017-03-21,Pekingese -Poodie Mix,Male,Yes,Staten Island,10314
2017-03-19,Labrador - Pit Bull Mix,Male,Yes,Staten Island,10309
2017-03-15,Pit Bull - Beagle Mix,Male,Yes,Staten Island,10312
2017-03-20,German Shepherd,Unknown,No,Staten Island,10309
2017-03-21,Labrador Retriever,Male,Yes,Staten Island,10312
2017-03-23,Scottish Terrier,Male,Yes,Staten Island,10314
2017-03-24,Pit Bull,Female,No,Staten Island,10314
2017-03-21,Pit Bull,Male,Yes,Staten Island,10306
2017-03-19,American Pit Bull Mix - Pit Bull Mix,Male,No,Staten Island,10301
2017-03-25,Terrier,Unknown,No,Staten Island,NA
2017-03-23,Golden Retriever,Female,Yes,Staten Island,10309
2017-03-28,Terrier,Unknown,No,Staten Island,10308
2017-03-21,Maltese,Male,Yes,Staten Island,10310
2017-04-01,Pit Bull,Male,No,Staten Island,NA
2017-04-01,Pit Bull,Male,No,Staten Island,NA
2017-04-03,Pit Bull,Unknown,No,Staten Island,10314
2017-04-08,Chihuahua Mix,Male,Yes,Staten Island,10314
2017-04-07,American Pit Bull Terrier-Pit Bull,Male,No,Staten Island,10310
2017-04-08,Yorkshire Terrier,Unknown,No,Staten Island,10312
2017-04-10,Mixed-Other,Unknown,No,Staten Island,NA
2017-04-09,Pug Mix,Female,No,Staten Island,10312
2017-04-10,Shih Tzu,Unknown,No,Staten Island,10304
2017-04-11,Husky,Unknown,No,Staten Island,NA
2017-04-11,Pit Bull,Female,Yes,Staten Island,10314
2017-04-12,Pit Bull,Unknown,No,Staten Island,10310
2017-04-15,Cane Corso,Male,No,Staten Island,10306
2017-04-18,Pit Bull,Male,No,Staten Island,10305
2017-04-14,Rhodesian Ridgeback,Male,No,Staten Island,10310
2017-04-13,Bull Dog-French,Male,No,Staten Island,NA
2017-04-13,Maltese,Male,No,Staten Island,10304
2017-04-03,Italian Masiff,Male,No,Staten Island,10306
2017-04-03,Italian Masif,Male,No,Staten Island,10306
2017-04-16,Pit Bull,Male,Yes,Staten Island,10308
2017-04-17,German Shepherd,Male,No,Staten Island,NA
2017-04-16,German Shepherd,Unknown,No,Staten Island,NA
2017-04-02,Mixed-Other,Male,Yes,Staten Island,10312
2017-04-28,Pit Bull,Unknown,No,Staten Island,10310
2017-04-29,Mixed-Other,Unknown,No,Staten Island,10305
2017-05-02,Maltese,Male,Yes,Staten Island,10309
2017-05-02,Bosten Terrier- French Bull Dog,Male,Yes,Staten Island,10314
2017-05-01,Pit Bull,Female,Yes,Staten Island,10306
2017-04-30,Beaver Terriers,Male,Yes,Staten Island,10314
2017-05-03,Pit Bull,Male,No,Staten Island,10303
2017-05-02,Yorkshire Terrier,Female,No,Staten Island,10304
2017-05-06,Labrador-Staffordshire,Male,Yes,Staten Island,10314
2017-05-07,Chihuahua Crossbreed,Male,Yes,Staten Island,10314
2017-05-08,Portuguese Water Dog,Male,Yes,Staten Island,10306
2017-05-08,German Shepherd,Male,No,Staten Island,NA
2017-04-27,Shiba Inu,Female,No,Staten Island,10308
2017-05-02,Hound Mutt Mix,Male,Yes,Staten Island,10309
2017-05-11,Pit Bull,Female,No,Staten Island,10306
2017-05-12,Chihuahua,Male,Yes,Staten Island,NA
2017-05-14,Yorkshire Terrier,Male,Yes,Staten Island,10306
2017-05-13,Maltese,Unknown,Yes,Staten Island,NA
2017-05-19,German Shepherd,Male,Yes,Staten Island,NA
2017-05-19,Shih Tzu,Male,No,Staten Island,NA
2017-05-16,German Shepherd,Male,No,Staten Island,10309
2017-05-19,Labrador Retriever Crossbreed,Male,Yes,Staten Island,10306
2017-05-22,Maltipoo,Male,Yes,Staten Island,10307
2017-05-23,Pit Bull,Male,No,Staten Island,10309
2017-05-23,German Shepherd,Male,No,Staten Island,10314
2017-05-26,Labrador Retriever,Male,Yes,Staten Island,10314
2017-05-28,Labrador Retriever,Unknown,No,Staten Island,NA
2017-05-30,German Shepherd,Female,Yes,Staten Island,10309
2017-05-21,Pit Bull,Unknown,No,Staten Island,10301
2017-05-31,Pit Bull,Male,Yes,Staten Island,10314
2017-06-03,Pit Bull,Unknown,No,Staten Island,NA
2017-06-05,American Staffordshire Terrier,Female,No,Staten Island,10314
2017-06-05,Siberian Husky,Male,No,Staten Island,10312
2017-06-06,Mixed-Other,Unknown,No,Staten Island,NA
2017-06-04,Chihuahua,Male,Yes,Staten Island,10304
2017-05-31,German Shepherd,Male,No,Staten Island,NA
2017-05-31,Boston Terrier,Male,Yes,Staten Island,NA
2017-06-07,Jack Russ,Male,Yes,Staten Island,10305
2017-06-08,Miniature Pinscher,Male,Yes,Staten Island,10308
2017-06-07,Beagle Mix,Male,Yes,Staten Island,10305
2017-06-07,Mixed Breed,Male,Yes,Staten Island,10312
2017-06-08,Pit Bull,Male,No,Staten Island,10312
2017-06-08,Cane Corso,Male,No,Staten Island,10306
2017-06-12,English Terrior,Male,No,Staten Island,NA
2017-06-10,Great Dane,Male,No,Staten Island,10312
2017-06-15,Chihuahua,Male,Yes,Staten Island,10310
2017-06-18,Rottweiler,Male,No,Staten Island,10306
2017-06-16,Springer Spaniel,Male,Yes,Staten Island,NA
2017-06-20,Shiba Inu,Female,Yes,Staten Island,10310
2017-06-20,Pit Bull,Male,Yes,Staten Island,10314
2017-06-21,Shih Tzu- Poodle Mix,Female,Yes,Staten Island,10310
2017-06-15,Pit Bull,Male,No,Staten Island,10304
2017-06-22,Shiba Inu,Male,No,Staten Island,10314
2017-06-22,German Shepherd,Male,Yes,Staten Island,10314
2017-06-23,Pit Bull,Unknown,No,Staten Island,NA
2017-06-25,Maltese,Female,No,Staten Island,10301
2017-06-24,Rottweiler,Female,No,Staten Island,NA
2017-06-25,Rottweiler,Female,Yes,Staten Island,10314
2017-06-22,Golden Retriever- Basset Hound,Male,Yes,Staten Island,10312
2017-06-26,German Shepherd,Female,No,Staten Island,10307
2017-07-02,Chihuahua,Unknown,No,Staten Island,10314
2017-07-01,Collie-Rough Coat,Male,No,Staten Island,10312
2017-07-03,Staffordshire Bull Terrier,Male,No,Staten Island,10314
2017-06-26,Boxer,Female,Yes,Staten Island,10308
2017-07-06,Cocker Spaniel,Unknown,No,Staten Island,NA
2017-07-06,Pomeranian,Female,Yes,Staten Island,10301
2017-07-10,Silky Terrier,Male,No,Staten Island,NA
2017-07-09,Pit Bull,Female,No,Staten Island,10305
2017-07-11,Poodle-Miniature,Unknown,No,Staten Island,NA
2017-07-04,Pit Bull Mix,Female,No,Staten Island,10314
2017-07-11,Pit Bull,Unknown,No,Staten Island,10312
2017-07-16,German Shepherd,Unknown,No,Staten Island,10314
2017-07-17,Yorkshire Terrier,Male,No,Staten Island,10304
2017-07-17,Pit Bull,Unknown,No,Staten Island,10302
2017-07-21,Chihuahua,Male,Yes,Staten Island,10314
2017-07-08,Beagle,Male,Yes,Staten Island,10303
2017-07-24,Rottweiler,Male,No,Staten Island,10312
2017-07-27,Pit Bull,Male,No,Staten Island,10301
2017-07-27,Pit Bull,Male,No,Staten Island,10301
2017-07-30,Labrador Retriever,Male,Yes,Staten Island,10306
2017-07-30,Yorkshire Terrier,Unknown,No,Staten Island,NA
2017-08-01,German Shepherd,Male,Yes,Staten Island,10314
2017-07-28,Pit Bull,Female,No,Staten Island,NA
2017-08-02,Akita,Male,No,Staten Island,NA
2017-08-02,Mastiff-Bull,Male,No,Staten Island,10309
2017-07-23,Shih Tzu,Male,No,Staten Island,10309
2017-07-20,Mixed-Other,Male,Yes,Staten Island,10312
2017-07-21,Chihuahua,Male,No,Staten Island,10314
2017-07-27,Pit Bull Mix,Female,Yes,Staten Island,NA
2017-07-28,Jack Russ,Female,Yes,Staten Island,10309
2017-08-05,Pit Bull,Unknown,No,Staten Island,10309
2017-08-05,Pit Bull,Male,Yes,Staten Island,10312
2017-08-06,Pit Bull,Male,No,Staten Island,10305
2017-08-04,Chihuahua,Male,No,Staten Island,10314
2017-08-10,Beagle,Male,Yes,Staten Island,10314
2017-08-10,Mixed-Other,Male,Yes,Staten Island,10308
2017-08-10,Rottweiler,Male,No,Staten Island,NA
2017-08-15,Beagle,Unknown,No,Staten Island,NA
2017-08-16,Pit Bull,Male,No,Staten Island,10301
2017-08-14,Rottweiler,Unknown,No,Staten Island,NA
2017-08-14,Rottweiler,Unknown,No,Staten Island,NA
2017-08-13,Siberian Husky,Male,No,Staten Island,10309
2017-08-13,Bull Dog,Unknown,No,Staten Island,10309
2017-08-11,American Bull Dog,Male,No,Staten Island,10305
2017-08-20,Mixed-Other,Unknown,No,Staten Island,NA
2017-08-23,Boston Terrier,Male,Yes,Staten Island,NA
2017-08-23,Pit Bull,Male,Yes,Staten Island,10312
2017-08-23,Yorkshire Terrier,Female,Yes,Staten Island,10306
2017-08-25,Mixed Breed,Unknown,No,Staten Island,10305
2017-08-26,German Shepherd,Unknown,No,Staten Island,NA
2017-08-30,Cocker Spaniel,Male,Yes,Staten Island,10306
2017-08-25,American Pit Bull Terrier-Pit Bull,Female,Yes,Staten Island,10302
2017-08-30,Yorkshire Terrier,Male,Yes,Staten Island,10314
2017-08-31,Australian Shepherd,Unknown,Yes,Staten Island,NA
2017-09-04,Pit Bull,Unknown,No,Staten Island,10301
2017-09-04,German Shepherd,Male,Yes,Staten Island,10302
2017-09-05,American Staffordshire Terrier,Female,Yes,Staten Island,10306
2017-08-27,Pit Bull,Unknown,No,Staten Island,NA
2017-09-03,Chow Chow,Male,No,Staten Island,NA
2017-09-04,Hound Mix,Female,Yes,Staten Island,NA
2017-09-06,Pit Bull,Female,No,Staten Island,10303
2017-09-08,Mixed-Other,Male,No,Staten Island,10310
2017-09-01,Labrador Retriever,Male,Yes,Staten Island,10308
2017-09-10,Chihuahua,Unknown,No,Staten Island,NA
2017-09-10,Shitzu Mix,Male,Yes,Staten Island,10312
2017-09-18,Pit Bull,Unknown,No,Staten Island,NA
2017-09-17,Pit Bull,Male,No,Staten Island,10312
2017-09-17,Terrier Mix,Male,No,Staten Island,10309
2017-09-20,Mastiff-Bull,Unknown,No,Staten Island,NA
2017-09-20,Bull Dog,Unknown,No,Staten Island,10312
2017-09-19,Terrier-Jack Russ,Male,Yes,Staten Island,10301
2017-09-24,Shih Tzu,Male,Yes,Staten Island,10314
2017-10-01,Dachshund Smooth Coat,Male,No,Staten Island,10312
2017-10-02,Labrador Retriever,Male,No,Staten Island,10301
2017-10-03,Labrador Retriever,Male,Yes,Staten Island,10304
2017-10-03,Laborador Mastiff,Male,Yes,Staten Island,10308
2017-10-03,Mixed-Other,Male,Yes,Staten Island,10309
2017-09-22,Dachshund-Wirehaired-Miniature,Male,Yes,Staten Island,10306
2017-10-05,Labrador - Great Dane Mix,Female,Yes,Staten Island,10305
2017-09-29,Pit Bull,Male,No,Staten Island,NA
2017-10-04,Golden Retriever,Male,No,Staten Island,10312
2017-10-09,Pit Bull,Male,Yes,Staten Island,10306
2017-10-11,German Shepherd,Male,No,Staten Island,10310
2017-10-12,Pit Bull,Female,No,Staten Island,10307
2017-10-13,Labrador Retriever,Unknown,No,Staten Island,10303
2017-10-15,Rottweiler,Male,No,Staten Island,10314
2017-10-16,Pomeranian,Female,Yes,Staten Island,10312
2017-10-19,Yorkshire Terrier,Unknown,No,Staten Island,10312
2017-10-18,Labrador Retriever,Male,Yes,Staten Island,10308
2017-10-20,American Staffordshire Terrier,Male,Yes,Staten Island,10312
2017-10-23,Pit Bull,Unknown,No,Staten Island,NA
2017-10-24,West High White Terrier,Female,Yes,Staten Island,10309
2017-10-21,Pit Bull,Female,No,Staten Island,10304
2017-10-26,Pit Bull,Male,No,Staten Island,10304
2017-10-29,Shih Tzu,Female,No,Staten Island,10314
2017-10-31,Saint Bernard,Unknown,No,Staten Island,NA
2017-10-31,Chihuahua,Male,Yes,Staten Island,10310
2017-11-03,Lhasa Apso,Female,No,Staten Island,10308
2017-10-22,Beagle Mixed,Male,Yes,Staten Island,10312
2017-11-05,West High White Terrier,Male,Yes,Staten Island,10312
2017-11-04,Yorkshire Terrier,Male,Yes,Staten Island,10314
2017-11-02,Medium Mixed Breed,Male,No,Staten Island,10312
2017-10-30,Australian Shepherd,Male,Yes,Staten Island,NA
2017-11-06,Norfolk Terrier,Male,Yes,Staten Island,10314
2017-11-06,Cocker Spaniel,Male,Yes,Staten Island,10312
2017-11-07,Shih Tzu Habanese Mix,Male,Yes,Staten Island,10312
2017-11-15,American Pit Bull Mix - Pit Bull Mix,Male,No,Staten Island,10314
2017-11-15,Pointer,Unknown,No,Staten Island,NA
2017-11-10,Boxer & Pit Bull Mix,Female,No,Staten Island,10314
2017-11-19,Cane Corso,Male,Yes,Staten Island,10314
2017-11-09,Pit Bull,Unknown,No,Staten Island,10303
2017-11-16,Maltese,Male,Yes,Staten Island,10312
2017-11-23,Pit Bull Mix,Female,Yes,Staten Island,10308
2017-11-27,German Shepherd,Unknown,No,Staten Island,10314
2017-11-28,Boxer- Pit Bull Mix,Male,Yes,Staten Island,10314
2017-11-29,Yorkshire Terrier,Unknown,No,Staten Island,NA
2017-12-05,German Shepherd,Male,No,Staten Island,NA
2017-12-07,Pit Bull,Unknown,No,Staten Island,NA
2017-12-10,Shih Tzu,Male,Yes,Staten Island,10312
2017-12-10,Maltese,Unknown,No,Staten Island,NA
2017-12-02,Pit Bull,Male,Yes,Staten Island,10310
2017-12-09,Australian Shepherd,Male,No,Staten Island,10310
2017-11-30,Rottweiler,Male,No,Staten Island,10305
2017-12-12,Terrier,Female,No,Staten Island,10304
2017-12-13,Pit Bull,Female,No,Staten Island,10303
2017-12-14,Pit Bull,Unknown,No,Staten Island,NA
2017-12-15,Pit Bull,Female,No,Staten Island,10301
2017-12-17,Unknown,Unknown,No,Staten Island,NA
2017-12-14,Maltese,Male,No,Staten Island,10304
2017-12-18,Mixed-Other,Unknown,No,Staten Island,NA
2017-12-17,Pit Bull,Female,No,Staten Island,NA
2017-12-09,Mutt,Male,No,Staten Island,10312
2017-12-21,Shih Tzu,Unknown,No,Staten Island,NA
2017-12-21,Pit Bull,Male,No,Staten Island,10303
2017-12-24,Chiweenie Mix,Male,Yes,Staten Island,10303
2017-12-24,Dunker,Female,Yes,Staten Island,10303
2017-12-21,Schnauzer-Miniature,Male,Yes,Staten Island,10312
2017-12-28,Mixed-Other,Female,No,Staten Island,10308
